recv_ms,asset,bid,ask
1783188553642,140303448849,0.13,0.14
1783188553642,100549640851,0.86,0.87
1783188553717,140303448849,0.1,0.14
1783188553717,100549640851,0.86,0.9
1783188553729,100549640851,0.85,0.9
1783188553729,140303448849,0.1,0.15
1783188553747,100549640851,0.87,0.9
1783188553747,140303448849,0.1,0.13
1783188553757,100549640851,0.85,0.9
1783188553757,140303448849,0.1,0.15
1783188553763,140303448849,0.1,0.13
1783188553763,100549640851,0.87,0.9
1783188553872,100549640851,0.89,0.9
1783188553872,140303448849,0.1,0.11
1783188554000,100549640851,0.89,0.9
1783188554000,140303448849,0.1,0.11
1783188554580,100549640851,0.89,0.91
1783188554580,140303448849,0.09,0.11
1783188554601,140303448849,0.08,0.11
1783188554601,100549640851,0.89,0.92
1783188554626,140303448849,0.09,0.11
1783188554626,100549640851,0.89,0.91
1783188554681,100549640851,0.9,0.91
1783188554681,140303448849,0.09,0.1
1783188554681,140303448849,0.08,0.1
1783188554681,100549640851,0.9,0.92
1783188554700,100549640851,0.91,0.92
1783188554700,140303448849,0.08,0.09
1783188554979,140303448849,0.07,0.09
1783188554979,100549640851,0.91,0.93
1783188554993,100549640851,0.92,0.93
1783188554993,140303448849,0.07,0.08
1783188555003,140303448849,0.07,0.08
1783188555003,100549640851,0.92,0.93
1783188555335,100549640851,0.92,0.95
1783188555335,140303448849,0.05,0.08
1783188555369,100549640851,0.93,0.95
1783188555369,140303448849,0.05,0.07
1783188555371,100549640851,0.94,0.95
1783188555371,140303448849,0.05,0.06
1783188555669,100549640851,0.92,0.95
1783188555669,140303448849,0.05,0.08
1783188555676,140303448849,0.07,0.08
1783188555676,100549640851,0.92,0.93
1783188555785,140303448849,0.06,0.08
1783188555785,100549640851,0.92,0.94
1783188555815,100549640851,0.93,0.94
1783188555815,140303448849,0.06,0.07
1783188556002,140303448849,0.06,0.07
1783188556002,100549640851,0.93,0.94
1783188556133,100549640851,0.92,0.94
1783188556133,140303448849,0.06,0.08
1783188556135,140303448849,0.07,0.08
1783188556135,100549640851,0.92,0.93
1783188556142,100549640851,0.91,0.93
1783188556142,140303448849,0.07,0.09
1783188556142,140303448849,0.08,0.09
1783188556142,100549640851,0.91,0.92
1783188556297,140303448849,0.07,0.09
1783188556297,100549640851,0.91,0.93
1783188556301,100549640851,0.92,0.93
1783188556301,140303448849,0.07,0.08
1783188556401,140303448849,0.07,0.09
1783188556401,100549640851,0.91,0.93
1783188556569,140303448849,0.07,0.08
1783188556569,100549640851,0.92,0.93
1783188556600,140303448849,0.07,0.09
1783188556600,100549640851,0.91,0.93
1783188556649,140303448849,0.07,0.08
1783188556649,100549640851,0.92,0.93
1783188556672,140303448849,0.06,0.08
1783188556672,100549640851,0.92,0.94
1783188556672,100549640851,0.93,0.94
1783188556672,140303448849,0.06,0.07
1783188556687,140303448849,0.05,0.07
1783188556687,100549640851,0.93,0.95
1783188556689,100549640851,0.94,0.95
1783188556689,140303448849,0.05,0.06
1783188556999,100549640851,0.92,0.95
1783188556999,140303448849,0.05,0.08
1783188557005,140303448849,0.06,0.08
1783188557005,100549640851,0.92,0.94
1783188557005,100549640851,0.91,0.94
1783188557005,140303448849,0.06,0.09
1783188557020,100549640851,0.9,0.94
1783188557020,140303448849,0.06,0.1
1783188557029,140303448849,0.05,0.1
1783188557029,100549640851,0.9,0.95
1783188557034,140303448849,0.09,0.1
1783188557034,100549640851,0.9,0.91
1783188557183,100549640851,0.9,0.95
1783188557183,140303448849,0.05,0.1
1783188557189,100549640851,0.93,0.95
1783188557189,140303448849,0.05,0.07
1783188557211,100549640851,0.94,0.95
1783188557211,140303448849,0.05,0.06
1783188557228,100549640851,0.92,0.95
1783188557228,140303448849,0.05,0.08
1783188557232,100549640851,0.92,0.94
1783188557232,140303448849,0.06,0.08
1783188557236,140303448849,0.07,0.08
1783188557236,100549640851,0.92,0.93
1783188557236,100549640851,0.9,0.93
1783188557236,140303448849,0.07,0.1
1783188557238,140303448849,0.08,0.1
1783188557238,100549640851,0.9,0.92
1783188557256,140303448849,0.09,0.1
1783188557256,100549640851,0.9,0.91
1783188557284,140303448849,0.08,0.1
1783188557284,100549640851,0.9,0.92
1783188557297,100549640851,0.91,0.92
1783188557297,140303448849,0.08,0.09
1783188557441,140303448849,0.05,0.09
1783188557441,100549640851,0.91,0.95
1783188557447,100549640851,0.93,0.95
1783188557447,140303448849,0.05,0.07
1783188557447,140303448849,0.05,0.06
1783188557447,100549640851,0.94,0.95
1783188557512,100549640851,0.92,0.95
1783188557512,140303448849,0.05,0.08
1783188557525,100549640851,0.91,0.95
1783188557525,140303448849,0.05,0.09
1783188557546,100549640851,0.91,0.93
1783188557546,140303448849,0.07,0.09
1783188557578,100549640851,0.92,0.93
1783188557578,140303448849,0.07,0.08
1783188557585,100549640851,0.92,0.95
1783188557585,140303448849,0.05,0.08
1783188557587,140303448849,0.07,0.08
1783188557587,100549640851,0.92,0.93
1783188557602,100549640851,0.92,0.95
1783188557602,140303448849,0.05,0.08
1783188557604,140303448849,0.07,0.08
1783188557604,100549640851,0.92,0.93
1783188557641,140303448849,0.06,0.08
1783188557641,100549640851,0.92,0.94
1783188557663,140303448849,0.05,0.08
1783188557663,100549640851,0.92,0.95
1783188557664,100549640851,0.94,0.95
1783188557664,140303448849,0.05,0.06
1783188557792,100549640851,0.93,0.95
1783188557792,140303448849,0.05,0.07
1783188557839,140303448849,0.06,0.07
1783188557839,100549640851,0.93,0.94
1783188557912,100549640851,0.89,0.94
1783188557912,140303448849,0.06,0.11
1783188557938,140303448849,0.05,0.11
1783188557938,100549640851,0.89,0.95
1783188557948,140303448849,0.07,0.11
1783188557948,100549640851,0.89,0.93
1783188557949,100549640851,0.9,0.93
1783188557949,140303448849,0.07,0.1
1783188557986,100549640851,0.92,0.93
1783188557986,140303448849,0.07,0.08
1783188557987,140303448849,0.05,0.08
1783188557987,100549640851,0.92,0.95
1783188557991,140303448849,0.06,0.08
1783188557991,100549640851,0.92,0.94
1783188558007,100549640851,0.92,0.94
1783188558007,140303448849,0.06,0.08
1783188558021,100549640851,0.92,0.93
1783188558021,140303448849,0.07,0.08
1783188558037,140303448849,0.06,0.08
1783188558037,100549640851,0.92,0.94
1783188558071,100549640851,0.92,0.95
1783188558071,140303448849,0.05,0.08
1783188558083,140303448849,0.06,0.08
1783188558083,100549640851,0.92,0.94
1783188558117,100549640851,0.92,0.95
1783188558117,140303448849,0.05,0.08
1783188558131,100549640851,0.89,0.95
1783188558131,140303448849,0.05,0.11
1783188558145,100549640851,0.89,0.93
1783188558145,140303448849,0.07,0.11
1783188558152,100549640851,0.89,0.95
1783188558152,140303448849,0.05,0.11
1783188558183,100549640851,0.9,0.95
1783188558183,140303448849,0.05,0.1
1783188558185,140303448849,0.09,0.1
1783188558185,100549640851,0.9,0.91
1783188558255,100549640851,0.9,0.95
1783188558255,140303448849,0.05,0.1
1783188558274,100549640851,0.92,0.95
1783188558274,140303448849,0.05,0.08
1783188558306,100549640851,0.91,0.95
1783188558306,140303448849,0.05,0.09
1783188558306,100549640851,0.93,0.95
1783188558306,140303448849,0.05,0.07
1783188558354,100549640851,0.93,0.94
1783188558354,140303448849,0.06,0.07
1783188558354,100549640851,0.93,0.95
1783188558354,140303448849,0.05,0.07
1783188558361,100549640851,0.94,0.95
1783188558361,140303448849,0.05,0.06
1783188558418,100549640851,0.91,0.95
1783188558418,140303448849,0.05,0.09
1783188558430,140303448849,0.08,0.09
1783188558430,100549640851,0.91,0.92
1783188558435,140303448849,0.07,0.09
1783188558435,100549640851,0.91,0.93
1783188558451,100549640851,0.91,0.92
1783188558451,140303448849,0.08,0.09
1783188558493,100549640851,0.91,0.95
1783188558493,140303448849,0.05,0.09
1783188558495,100549640851,0.93,0.95
1783188558495,140303448849,0.05,0.07
1783188558513,100549640851,0.94,0.95
1783188558513,140303448849,0.05,0.06
1783188558549,100549640851,0.92,0.95
1783188558549,140303448849,0.05,0.08
1783188558560,100549640851,0.94,0.95
1783188558560,140303448849,0.05,0.06
1783188558591,100549640851,0.92,0.95
1783188558591,140303448849,0.05,0.08
1783188558596,100549640851,0.93,0.95
1783188558596,140303448849,0.05,0.07
1783188558620,100549640851,0.89,0.95
1783188558620,140303448849,0.05,0.11
1783188558625,140303448849,0.1,0.11
1783188558625,100549640851,0.89,0.9
1783188558656,100549640851,0.89,0.95
1783188558656,140303448849,0.05,0.11
1783188558663,100549640851,0.91,0.95
1783188558663,140303448849,0.05,0.09
1783188558689,140303448849,0.06,0.09
1783188558689,100549640851,0.91,0.94
1783188558717,100549640851,0.91,0.92
1783188558717,140303448849,0.08,0.09
1783188558754,100549640851,0.91,0.95
1783188558754,140303448849,0.05,0.09
1783188558754,100549640851,0.92,0.95
1783188558754,140303448849,0.05,0.08
1783188558789,100549640851,0.91,0.95
1783188558789,140303448849,0.05,0.09
1783188558812,140303448849,0.06,0.09
1783188558812,100549640851,0.91,0.94
1783188558812,140303448849,0.06,0.11
1783188558812,100549640851,0.89,0.94
1783188558812,100549640851,0.93,0.94
1783188558812,140303448849,0.06,0.07
1783188558822,140303448849,0.05,0.07
1783188558822,100549640851,0.93,0.95
1783188558856,140303448849,0.06,0.07
1783188558856,100549640851,0.93,0.94
1783188559007,100549640851,0.93,0.94
1783188559007,140303448849,0.06,0.07
1783188559054,100549640851,0.93,0.95
1783188559054,140303448849,0.05,0.07
1783188559062,100549640851,0.94,0.95
1783188559062,140303448849,0.05,0.06
1783188559816,140303448849,0.05,0.07
1783188559816,100549640851,0.93,0.95
1783188559824,140303448849,0.06,0.07
1783188559824,100549640851,0.93,0.94
1783188559875,140303448849,0.05,0.07
1783188559875,100549640851,0.93,0.95
1783188559896,140303448849,0.06,0.07
1783188559896,100549640851,0.93,0.94
1783188559944,100549640851,0.93,0.95
1783188559944,140303448849,0.05,0.07
1783188559947,140303448849,0.06,0.07
1783188559947,100549640851,0.93,0.94
1783188560003,100549640851,0.93,0.94
1783188560003,140303448849,0.06,0.07
1783188560142,100549640851,0.88,0.94
1783188560142,140303448849,0.06,0.12
1783188560150,140303448849,0.07,0.12
1783188560150,100549640851,0.88,0.93
1783188560150,140303448849,0.08,0.12
1783188560150,100549640851,0.88,0.92
1783188560153,140303448849,0.09,0.12
1783188560153,100549640851,0.88,0.91
1783188560175,140303448849,0.11,0.12
1783188560175,100549640851,0.88,0.89
1783188560230,140303448849,0.06,0.12
1783188560230,100549640851,0.88,0.94
1783188560236,140303448849,0.07,0.12
1783188560236,100549640851,0.88,0.93
1783188560254,100549640851,0.9,0.93
1783188560254,140303448849,0.07,0.1
1783188560255,140303448849,0.06,0.1
1783188560255,100549640851,0.9,0.94
1783188560263,100549640851,0.91,0.94
1783188560263,140303448849,0.06,0.09
1783188560263,140303448849,0.07,0.09
1783188560263,100549640851,0.91,0.93
1783188560304,100549640851,0.91,0.92
1783188560304,140303448849,0.08,0.09
1783188560333,100549640851,0.89,0.92
1783188560333,140303448849,0.08,0.11
1783188560336,140303448849,0.09,0.11
1783188560336,100549640851,0.89,0.91
1783188560336,140303448849,0.1,0.11
1783188560336,100549640851,0.89,0.9
1783188560345,140303448849,0.06,0.11
1783188560345,100549640851,0.89,0.94
1783188560356,100549640851,0.92,0.94
1783188560356,140303448849,0.06,0.08
1783188560356,100549640851,0.93,0.94
1783188560356,140303448849,0.06,0.07
1783188560653,140303448849,0.04,0.07
1783188560653,100549640851,0.93,0.96
1783188560663,100549640851,0.94,0.96
1783188560663,140303448849,0.04,0.06
1783188560671,100549640851,0.95,0.96
1783188560671,140303448849,0.04,0.05
1783188560714,100549640851,0.93,0.96
1783188560714,140303448849,0.04,0.07
1783188560714,100549640851,0.89,0.96
1783188560714,140303448849,0.04,0.11
1783188560714,100549640851,0.88,0.96
1783188560714,140303448849,0.04,0.12
1783188560714,140303448849,0.05,0.12
1783188560714,100549640851,0.88,0.95
1783188560714,140303448849,0.06,0.12
1783188560714,100549640851,0.88,0.94
1783188560729,140303448849,0.07,0.12
1783188560729,100549640851,0.88,0.93
1783188560732,100549640851,0.9,0.93
1783188560732,140303448849,0.07,0.1
1783188560753,140303448849,0.04,0.1
1783188560753,100549640851,0.9,0.96
1783188560753,100549640851,0.93,0.96
1783188560753,140303448849,0.04,0.07
1783188560753,140303448849,0.05,0.07
1783188560753,100549640851,0.93,0.95
1783188560775,100549640851,0.94,0.95
1783188560775,140303448849,0.05,0.06
1783188560915,100549640851,0.91,0.95
1783188560915,140303448849,0.05,0.09
1783188560936,140303448849,0.08,0.09
1783188560936,100549640851,0.91,0.92
1783188561004,100549640851,0.87,0.92
1783188561004,140303448849,0.08,0.13
1783188561013,140303448849,0.12,0.13
1783188561013,100549640851,0.87,0.88
1783188561018,100549640851,0.86,0.88
1783188561018,140303448849,0.12,0.14
1783188561037,140303448849,0.13,0.14
1783188561037,100549640851,0.86,0.87
1783188561084,100549640851,0.84,0.87
1783188561084,140303448849,0.13,0.16
1783188561097,100549640851,0.83,0.87
1783188561097,140303448849,0.13,0.17
1783188561101,140303448849,0.12,0.17
1783188561101,100549640851,0.83,0.88
1783188561122,140303448849,0.13,0.17
1783188561122,100549640851,0.83,0.87
1783188561136,140303448849,0.08,0.17
1783188561136,100549640851,0.83,0.92
1783188561152,140303448849,0.13,0.17
1783188561152,100549640851,0.83,0.87
1783188561152,100549640851,0.85,0.87
1783188561152,140303448849,0.13,0.15
1783188561152,100549640851,0.86,0.87
1783188561152,140303448849,0.13,0.14
1783188561185,140303448849,0.09,0.14
1783188561185,100549640851,0.86,0.91
1783188561185,140303448849,0.11,0.14
1783188561185,100549640851,0.86,0.89
1783188561185,140303448849,0.12,0.14
1783188561185,100549640851,0.86,0.88
1783188561186,140303448849,0.12,0.13
1783188561186,100549640851,0.87,0.88
1783188561229,140303448849,0.1,0.13
1783188561229,100549640851,0.87,0.9
1783188561229,100549640851,0.88,0.9
1783188561229,140303448849,0.1,0.12
1783188561251,140303448849,0.09,0.12
1783188561251,100549640851,0.88,0.91
1783188561258,100549640851,0.89,0.91
1783188561258,140303448849,0.09,0.11
1783188561280,100549640851,0.9,0.91
1783188561280,140303448849,0.09,0.1
1783188561527,140303448849,0.08,0.1
1783188561527,100549640851,0.9,0.92
1783188561542,100549640851,0.91,0.92
1783188561542,140303448849,0.08,0.09
1783188562008,100549640851,0.91,0.92
1783188562008,140303448849,0.08,0.09
1783188562720,140303448849,0.07,0.09
1783188562720,100549640851,0.91,0.93
1783188562727,100549640851,0.92,0.93
1783188562727,140303448849,0.07,0.08
1783188562760,100549640851,0.86,0.93
1783188562760,140303448849,0.07,0.14
1783188562768,100549640851,0.92,0.93
1783188562768,140303448849,0.07,0.08
1783188562883,100549640851,0.87,0.93
1783188562883,140303448849,0.07,0.13
1783188562885,140303448849,0.1,0.13
1783188562885,100549640851,0.87,0.9
1783188562919,100549640851,0.88,0.9
1783188562919,140303448849,0.1,0.12
1783188562924,100549640851,0.89,0.9
1783188562924,140303448849,0.1,0.11
1783188562934,100549640851,0.88,0.9
1783188562934,140303448849,0.1,0.12
1783188562942,140303448849,0.07,0.12
1783188562942,100549640851,0.88,0.93
1783188562945,100549640851,0.91,0.93
1783188562945,140303448849,0.07,0.09
1783188562957,100549640851,0.92,0.93
1783188562957,140303448849,0.07,0.08
1783188563000,140303448849,0.07,0.08
1783188563000,100549640851,0.92,0.93
1783188563000,100549640851,0.9,0.93
1783188563000,140303448849,0.07,0.1
1783188563039,100549640851,0.92,0.93
1783188563039,140303448849,0.07,0.08
1783188563413,100549640851,0.92,0.95
1783188563413,140303448849,0.05,0.08
1783188563443,100549640851,0.94,0.95
1783188563443,140303448849,0.05,0.06
1783188563463,100549640851,0.94,0.96
1783188563463,140303448849,0.04,0.06
1783188563470,100549640851,0.95,0.96
1783188563470,140303448849,0.04,0.05
1783188564002,100549640851,0.95,0.96
1783188564002,140303448849,0.04,0.05
1783188564439,100549640851,0.94,0.96
1783188564439,140303448849,0.04,0.06
1783188564439,140303448849,0.05,0.06
1783188564439,100549640851,0.94,0.95
1783188564671,100549640851,0.9,0.95
1783188564671,140303448849,0.05,0.1
1783188564672,140303448849,0.06,0.1
1783188564672,100549640851,0.9,0.94
1783188564676,100549640851,0.93,0.94
1783188564676,140303448849,0.06,0.07
1783188564703,140303448849,0.05,0.07
1783188564703,100549640851,0.93,0.95
1783188564703,100549640851,0.94,0.95
1783188564703,140303448849,0.05,0.06
1783188564734,100549640851,0.94,0.96
1783188564734,140303448849,0.04,0.06
1783188564739,100549640851,0.95,0.96
1783188564739,140303448849,0.04,0.05
1783188564768,100549640851,0.95,0.97
1783188564768,140303448849,0.03,0.05
1783188564768,100549640851,0.96,0.97
1783188564768,140303448849,0.03,0.04
1783188564844,100549640851,0.91,0.97
1783188564844,140303448849,0.03,0.09
1783188564844,140303448849,0.04,0.09
1783188564844,100549640851,0.91,0.96
1783188564844,100549640851,0.91,0.92
1783188564844,140303448849,0.08,0.09
1783188564881,100549640851,0.91,0.93
1783188564881,140303448849,0.07,0.09
1783188564881,100549640851,0.92,0.93
1783188564881,140303448849,0.07,0.08
1783188564883,100549640851,0.92,0.97
1783188564883,140303448849,0.03,0.08
1783188564885,100549640851,0.93,0.97
1783188564885,140303448849,0.03,0.07
1783188564903,100549640851,0.94,0.97
1783188564903,140303448849,0.03,0.06
1783188564910,140303448849,0.04,0.06
1783188564910,100549640851,0.94,0.96
1783188564913,100549640851,0.95,0.96
1783188564913,140303448849,0.04,0.05
1783188564931,100549640851,0.93,0.96
1783188564931,140303448849,0.04,0.07
1783188564940,100549640851,0.92,0.96
1783188564940,140303448849,0.04,0.08
1783188564940,100549640851,0.92,0.95
1783188564940,140303448849,0.05,0.08
1783188564951,140303448849,0.07,0.08
1783188564951,100549640851,0.92,0.93
1783188564963,140303448849,0.07,0.09
1783188564963,100549640851,0.91,0.93
1783188564963,140303448849,0.08,0.09
1783188564963,100549640851,0.91,0.92
1783188565000,140303448849,0.05,0.09
1783188565000,100549640851,0.91,0.95
1783188565009,140303448849,0.04,0.09
1783188565009,100549640851,0.91,0.96
1783188565027,140303448849,0.06,0.09
1783188565027,100549640851,0.91,0.94
1783188565035,140303448849,0.06,0.08
1783188565035,100549640851,0.92,0.94
1783188565060,140303448849,0.04,0.08
1783188565060,100549640851,0.92,0.96
1783188565060,140303448849,0.05,0.08
1783188565060,100549640851,0.92,0.95
1783188565060,100549640851,0.94,0.95
1783188565060,140303448849,0.05,0.06
1783188565093,140303448849,0.04,0.06
