ts_ms,price,recv_ms
1783189077000,63252.84510853939,1783189078350
1783189078000,63252.78974889588,1783189079363
1783189079000,63252.421240223004,1783189080330
1783189080000,63252.2637502988,1783189081165
1783189081000,63252.29868584895,1783189082339
1783189082000,63246.894802644216,1783189083448
1783189083000,63243.807664564716,1783189084553
1783189084000,63243.790724181075,1783189085129
1783189085000,63241.1242817557,1783189086161
1783189086000,63237.08862,1783189087050
1783189087000,63237.475826085814,1783189088083
1783189088000,63233.53055596143,1783189089208
1783189089000,63231.93867,1783189090263
1783189090000,63231.36949854599,1783189091405
1783189091000,63231.32486403659,1783189092352
1783189092000,63231.87884669397,1783189093384
1783189093000,63231.37282386408,1783189094741
1783189094000,63232.03735599826,1783189095298
1783189095000,63232.03480519383,1783189096181
1783189096000,63232.02835732693,1783189097215
1783189097000,63231.81524021679,1783189098254
1783189098000,63231.64326435177,1783189099239
1783189099000,63230.71992120189,1783189100182
1783189100000,63230.662585871134,1783189101250
1783189101000,63231.877109657864,1783189102236
1783189102000,63231.94139359657,1783189103174
1783189103000,63231.191590328875,1783189104093
1783189104000,63231.06245066306,1783189105026
1783189105000,63231.13370796446,1783189106030
1783189106000,63231.058585,1783189107502
1783189107000,63231.09784067754,1783189108562
1783189108000,63224.041879705735,1783189109004
1783189109000,63221.292473107766,1783189110369
1783189110000,63218.50762935453,1783189111418
1783189111000,63218.1772397738,1783189112472
1783189112000,63218.140125,1783189113093
1783189113000,63218.08697820703,1783189114100
1783189114000,63216.62974221016,1783189115360
1783189115000,63216.020525,1783189116461
1783189116000,63216.54242,1783189117535
1783189117000,63218.07032456035,1783189118174
1783189118000,63217.07035911,1783189119306
1783189119000,63215.121667756895,1783189120538
1783189120000,63215.4504891114,1783189121041
1783189121000,63215.3405236032,1783189122607
1783189122000,63215.18754671741,1783189123341
1783189123000,63214.34362,1783189124585
1783189124000,63213.94303883183,1783189124991
1783189125000,63214.01383,1783189126442
1783189126000,63214.039195,1783189127176
1783189127000,63214.16714470178,1783189128282
1783189128000,63215.80938774939,1783189129380
1783189129000,63213.790277564454,1783189130355
1783189130000,63213.120225,1783189131029
1783189131000,63213.112725,1783189132046
1783189132000,63212.676255,1783189133003
1783189133000,63214.80598161869,1783189134018
1783189134000,63214.265257862644,1783189135089
1783189135000,63212.21402149703,1783189136626
1783189136000,63214.249269870794,1783189137127
1783189137000,63214.09266798659,1783189138081
1783189138000,63211.62342237743,1783189139209
1783189139000,63206.69143092209,1783189140172
1783189140000,63199.15971,1783189141152
1783189141000,63195.7285598369,1783189142150
1783189142000,63195.47298607633,1783189143157
1783189143000,63193.063818346585,1783189143998
1783189144000,63185.73130956077,1783189144999
1783189145000,63183.097061372355,1783189146329
1783189146000,63183.79597,1783189147227
1783189147000,63185.61978238369,1783189148260
1783189148000,63185.59730824242,1783189149167
1783189149000,63185.56995522056,1783189150134
1783189150000,63185.09575459045,1783189151099
1783189151000,63184.90109202968,1783189152084
1783189152000,63187.181389747784,1783189153053
1783189153000,63188.88488265112,1783189154105
1783189154000,63192.35983959476,1783189155029
1783189155000,63193.775431174305,1783189155954
1783189156000,63196.17758785093,1783189157035
1783189157000,63198.44298642755,1783189157919
1783189158000,63198.923749040085,1783189159044
1783189159000,63199.477659581156,1783189159969
1783189160000,63200.46230683073,1783189161954
1783189161000,63200.55928366145,1783189162270
1783189162000,63200.92314990812,1783189163268
1783189163000,63200.53452570706,1783189164343
1783189164000,63200.655406946986,1783189165464
1783189165000,63200.98423268606,1783189166395
1783189166000,63200.99642917845,1783189167025
1783189167000,63201.04472909878,1783189168135
1783189168000,63200.67679170066,1783189169214
1783189169000,63200.85296385497,1783189170156
1783189170000,63200.85402419527,1783189171149
1783189171000,63200.8096034056,1783189172234
1783189172000,63200.91960703529,1783189173126
1783189173000,63202.05490846484,1783189174122
1783189174000,63201.36446923242,1783189175327
1783189175000,63203.40261183185,1783189176971
1783189176000,63201.50624415232,1783189177738
1783189177000,63202.91,1783189178430
1783189178000,63204.01552357844,1783189179730
1783189179000,63204.062775852275,1783189180495
1783189180000,63203.6897084245,1783189181107
1783189181000,63203.39669971313,1783189182565
1783189182000,63203.23877324452,1783189183304
1783189183000,63206.114016808984,1783189184632
1783189184000,63206.55517174448,1783189185337
1783189185000,63207.291470896474,1783189186745
1783189186000,63207.48479650871,1783189187447
1783189187000,63207.49283445261,1783189188065
1783189188000,63207.0360502779,1783189189533
1783189189000,63207.012292212545,1783189190223
1783189190000,63206.797441099894,1783189191690
1783189191000,63206.905827881696,1783189192663
1783189192000,63206.90014872745,1783189193436
1783189193000,63206.89614872745,1783189193901
1783189194000,63206.89972102918,1783189194919
1783189195000,63206.8852010077,1783189195973
1783189196000,63206.87303718645,1783189197008
1783189197000,63206.89094772033,1783189197892
1783189198000,63206.88878412387,1783189198946
1783189199000,63206.87273128063,1783189199952
1783189200000,63206.889185595006,1783189201016
1783189201000,63206.90045462298,1783189202049
1783189202000,63206.88782691279,1783189203044
1783189203000,63206.90949418912,1783189203930
1783189204000,63204.31314406239,1783189204946
1783189205000,63208.29154,1783189206720
1783189206000,63208.56723441678,1783189207237
1783189207000,63208.708090085034,1783189208280
1783189208000,63208.70855863634,1783189209542
1783189209000,63208.70855863634,1783189210156
1783189210000,63208.83016890787,1783189211201
1783189211000,63208.700217526704,1783189212293
1783189212000,63208.70742657377,1783189213436
1783189213000,63208.70742657377,1783189214079
1783189214000,63208.70015548845,1783189215167
1783189215000,63208.699155488444,1783189216337
1783189216000,63208.70174120214,1783189216925
1783189217000,63209.53187801155,1783189218144
1783189218000,63210.180763590324,1783189219216
1783189219000,63209.52638179516,1783189220452
1783189220000,63209.52588663055,1783189221498
1783189221000,63209.53129648092,1783189222209
1783189222000,63209.5230072893,1783189223521
1783189223000,63210.17842665267,1783189224063
1783189224000,63210.17367864925,1783189225133
1783189225000,63209.39876329145,1783189226195
